transaction_id,client_id,date,heure,montant,devise,type_transaction,lieu,canal,moyen_paiement,categorie_commerce,device_utilise,score_risque_client,is_fraud
T000921,C9795,23/09/2025,22:57:35,2772.72,EUR,paiement en ligne,Rabat,en ligne,Visa,voyage,Android,9,0
T000922,C7024,23/09/2025,05:10:32,4903.95,EUR,retrait,Casablanca,guichet,Cash,voyage,Web,10,0
T000923,C6109,23/09/2025,22:14:26,868.61,USD,paiement en ligne,Marrakech,en ligne,Amex,santé,Web,4,0
T000924,C5146,24/09/2025,10:56:50,4622.86,USD,retrait,,application mobile,MasterCard,alimentaire,Web,3,0
T000925,C8196,24/09/2025,17:16:50,3099.31,EUR,paiement en ligne,Casablanca,en ligne,Visa,alimentaire,Android,9,0
T000926,C4368,24/09/2025,20:13:26,8232.69,MAD,virement,Rabat,application mobile,MasterCard,alimentaire,iOS,8,1
T000927,C4797,24/09/2025,17:27:50,616.94,EUR,paiement en ligne,Casablanca,guichet,Visa,mode,ATM,6,0
T000928,C2792,24/09/2025,14:46:03,4215.14,MAD,paiement en ligne,Fès,en ligne,Amex,voyage,ATM,1,0
T000929,C6732,24/09/2025,06:44:34,4611.39,MAD,virement,Casablanca,carte,Cash,voyage,Android,10,0
T000930,C4476,24/09/2025,15:08:07,7263.81,EUR,paiement en ligne,Rabat,carte,Amex,mode,ATM,1,0
T000931,C4417,24/09/2025,19:44:16,5764.16,MAD,retrait,Marrakech,guichet,MasterCard,électronique,Android,6,0
T000932,C2645,24/09/2025,16:48:32,6688.76,MAD,retrait,Fès,en ligne,MasterCard,mode,Android,3,0
T000933,C4030,24/09/2025,07:18:37,7781.64,MAD,virement,Rabat,carte,Visa,alimentaire,ATM,3,0
T000934,C3872,24/09/2025,02:58:04,8628.92,EUR,virement,Rabat,application mobile,Amex,mode,Web,6,0
T000935,C4072,25/09/2025,12:46:45,3173.06,MAD,virement,Fès,en ligne,,alimentaire,iOS,3,0
T000936,C2854,25/09/2025,22:15:49,5403.33,EUR,paiement en ligne,Casablanca,en ligne,Amex,santé,ATM,10,0
T000937,C5021,25/09/2025,21:28:21,8409.08,MAD,virement,Casablanca,carte,MasterCard,alimentaire,ATM,6,0
T000938,C5662,25/09/2025,10:02:53,9895.04,EUR,retrait,Tanger,application mobile,Visa,voyage,ATM,5,0
T000939,C7514,25/09/2025,09:41:20,8900.72,EUR,retrait,Casablanca,application mobile,Visa,mode,ATM,4,0
T000940,C6031,25/09/2025,15:11:01,,MAD,paiement en ligne,Marrakech,application mobile,Amex,alimentaire,Android,8,0
T000941,C3708,25/09/2025,08:23:34,1991.91,MAD,retrait,Tanger,en ligne,Cash,électronique,Android,2,0
T000942,C8112,25/09/2025,14:34:18,4919.46,MAD,virement,Rabat,guichet,Amex,santé,iOS,7,0
T000943,C9393,25/09/2025,17:07:25,7429.33,USD,virement,Rabat,en ligne,Cash,électronique,iOS,4,0
T000944,C4507,25/09/2025,16:39:06,,EUR,paiement en ligne,Fès,en ligne,Amex,électronique,ATM,2,0
T000945,C7456,25/09/2025,06:02:00,,USD,paiement en ligne,Tanger,carte,,électronique,ATM,7,0
T000946,C5212,26/09/2025,03:24:36,8390.39,MAD,paiement en ligne,Tanger,guichet,Visa,santé,ATM,1,0
T000947,C8970,26/09/2025,00:14:36,3645.97,EUR,virement,Marrakech,application mobile,,santé,iOS,4,0
T000948,C9766,26/09/2025,12:39:07,8604.96,,retrait,Casablanca,carte,MasterCard,santé,ATM,9,0
T000949,C1536,26/09/2025,04:08:00,4097.71,EUR,paiement en ligne,Marrakech,en ligne,Amex,santé,Web,4,0
T000950,C2625,26/09/2025,03:34:01,3315.92,USD,paiement en ligne,Rabat,guichet,Visa,électronique,iOS,3,0
T000951,C8973,26/09/2025,07:22:08,4567.2,MAD,paiement en ligne,Fès,application mobile,Amex,voyage,Web,10,0
T000952,C9577,26/09/2025,01:45:13,7636.35,,paiement en ligne,Casablanca,application mobile,Cash,voyage,ATM,10,0
T000953,C9070,26/09/2025,03:29:30,1303.72,EUR,virement,Casablanca,en ligne,Visa,santé,Android,2,0
T000954,C9666,26/09/2025,05:10:34,2004.37,,retrait,Marrakech,application mobile,Cash,mode,Web,3,0
T000955,C9609,26/09/2025,07:02:13,,MAD,paiement en ligne,Fès,application mobile,MasterCard,alimentaire,iOS,1,0
T000956,C7490,26/09/2025,12:44:31,1796.14,MAD,retrait,Rabat,guichet,MasterCard,mode,Web,10,1
T000957,C4600,27/09/2025,01:44:18,5698.89,MAD,paiement en ligne,Rabat,carte,Amex,mode,iOS,8,0
T000958,C7783,27/09/2025,05:15:01,5814.18,MAD,virement,Tanger,guichet,Cash,mode,ATM,1,0
T000959,C5971,27/09/2025,07:16:54,4921.76,MAD,paiement en ligne,Marrakech,carte,Cash,voyage,Web,3,0
T000960,C2205,27/09/2025,01:41:15,6465.22,EUR,paiement en ligne,Rabat,carte,Visa,alimentaire,Android,3,0
T000961,C2990,27/09/2025,05:01:01,2336.78,EUR,paiement en ligne,Casablanca,carte,Cash,mode,Web,2,0
T000962,C6299,27/09/2025,12:55:46,5548.99,MAD,retrait,Rabat,application mobile,Cash,santé,Android,5,0
T000963,C4572,27/09/2025,01:38:02,3753.12,MAD,retrait,Tanger,guichet,Visa,voyage,iOS,10,0
T000964,C6975,27/09/2025,07:22:13,6633.59,MAD,retrait,Fès,application mobile,Visa,santé,ATM,3,0
T000965,C7320,27/09/2025,22:26:53,1455.17,MAD,paiement en ligne,Fès,en ligne,Cash,santé,ATM,3,0
T000966,C5380,27/09/2025,06:52:38,5730.23,EUR,paiement en ligne,Fès,guichet,Amex,mode,Android,8,0
T000967,C5757,27/09/2025,00:16:40,,USD,paiement en ligne,Rabat,carte,Visa,santé,iOS,4,1
T000968,C3713,28/09/2025,20:12:20,2822.5,MAD,retrait,Tanger,application mobile,Visa,alimentaire,ATM,4,0
T000969,C6588,28/09/2025,18:52:18,2226.16,EUR,paiement en ligne,Fès,application mobile,Cash,santé,iOS,3,0
T000970,C1966,28/09/2025,21:30:16,1869.24,EUR,retrait,Casablanca,guichet,Cash,mode,Android,1,0
T000971,C5944,28/09/2025,22:22:31,8265.82,EUR,virement,Casablanca,guichet,Visa,santé,Android,8,0
T000972,C4432,28/09/2025,09:09:35,2892.79,MAD,virement,Fès,carte,Cash,voyage,Web,1,0
T000973,C1688,28/09/2025,07:53:51,9274.88,USD,paiement en ligne,Tanger,carte,Visa,voyage,ATM,7,0
T000974,C5243,28/09/2025,19:31:49,9700.77,MAD,paiement en ligne,Rabat,en ligne,Amex,voyage,ATM,5,0
T000975,C4701,28/09/2025,13:49:27,5734.04,MAD,paiement en ligne,Tanger,carte,Amex,électronique,Web,4,0
T000976,C9533,28/09/2025,13:51:52,1472.86,MAD,retrait,Marrakech,application mobile,Visa,voyage,Android,4,0
T000977,C6182,28/09/2025,14:21:29,3776.76,MAD,virement,Casablanca,en ligne,Visa,voyage,Android,8,0
T000978,C7704,28/09/2025,03:12:58,7987.44,MAD,paiement en ligne,Casablanca,en ligne,MasterCard,électronique,Android,6,0
T000979,C5422,29/09/2025,22:07:17,,MAD,paiement en ligne,Casablanca,en ligne,MasterCard,voyage,Android,1,0
T000980,C2759,29/09/2025,11:54:30,915.82,MAD,virement,Marrakech,guichet,Cash,mode,iOS,10,0
T000981,C3482,29/09/2025,13:33:17,5590.01,EUR,virement,Casablanca,carte,Cash,voyage,ATM,8,0
T000982,C9058,29/09/2025,01:10:40,8458.95,EUR,paiement en ligne,Rabat,en ligne,Visa,voyage,ATM,2,0
T000983,C1951,29/09/2025,11:48:14,,MAD,retrait,Fès,guichet,Visa,électronique,Android,6,0
T000984,C9914,29/09/2025,16:57:28,1792.48,EUR,paiement en ligne,Marrakech,guichet,MasterCard,mode,Android,9,0
T000985,C3079,29/09/2025,17:31:21,6744.01,EUR,paiement en ligne,Casablanca,en ligne,MasterCard,santé,Android,1,0
T000986,C3717,29/09/2025,05:16:22,2244.02,EUR,virement,Rabat,en ligne,Visa,alimentaire,ATM,6,0
T000987,C5524,29/09/2025,17:07:40,2221.16,MAD,virement,Fès,application mobile,Amex,mode,ATM,8,0
T000988,C9477,29/09/2025,05:04:43,8747.01,EUR,retrait,Fès,en ligne,Amex,santé,Android,10,0
T000989,C8311,29/09/2025,10:56:00,2534.21,USD,paiement en ligne,Tanger,application mobile,Cash,mode,iOS,2,0
T000990,C8186,30/09/2025,10:18:08,2669.31,,virement,Casablanca,en ligne,Visa,santé,Web,5,0
T000991,C3065,30/09/2025,01:43:03,56.5,MAD,paiement en ligne,Tanger,en ligne,Visa,santé,Web,6,0
T000992,C1768,30/09/2025,03:17:14,8713.16,MAD,paiement en ligne,Marrakech,carte,Cash,mode,Web,5,0
T000993,C6490,30/09/2025,18:12:18,7936.32,EUR,retrait,Fès,en ligne,MasterCard,électronique,ATM,3,0
T000994,C7645,30/09/2025,16:05:47,6291.92,MAD,paiement en ligne,Marrakech,en ligne,MasterCard,mode,ATM,4,1
T000995,C6083,30/09/2025,11:50:36,7515.14,MAD,retrait,Rabat,application mobile,Amex,mode,Web,7,0
T000996,C6232,30/09/2025,16:57:22,1562.88,MAD,retrait,Casablanca,application mobile,Visa,santé,Web,4,0
T000997,C6797,30/09/2025,00:26:24,4610.32,EUR,paiement en ligne,Marrakech,carte,MasterCard,alimentaire,iOS,9,0
T000998,C5926,30/09/2025,22:09:46,,EUR,paiement en ligne,Fès,en ligne,Amex,santé,ATM,10,0
T000999,C7016,30/09/2025,22:20:20,983.08,MAD,paiement en ligne,Fès,en ligne,Amex,voyage,ATM,2,0
T001000,C4335,01/10/2025,10:12:36,4887.0,USD,paiement en ligne,Rabat,application mobile,Amex,mode,Web,5,1
